experiment,experiment_label,run_name,treatment_id,post_id,post_title,treatment,is_world_post,experiment_mode,nudge_delay_minutes,nudge_applied_at,post_score,post_comment_count,created_at
E5c,env_80cons,c5c-run01,68a23ce4-d5ca-45fe-996d-947da40f2eb5,99fde0ee-79e4-489c-837e-6f9aee6de16b,The US government KNEW Flight 007 was off course and heading into Soviet airspace. They let it happen. Here's why.,control,True,A,,,0,0,2026-02-21T00:38:22.519Z
E5c,env_80cons,c5c-run01,5d3931aa-9ea9-480f-9528-b19f206e4dee,24b96346-64c7-4a75-b202-83cfe45c6630,I just took the train under Denver Airport and the engineering is actually incredible — here's what's really down there,control,True,A,,,2,3,2026-02-21T00:36:22.526Z
E5c,env_80cons,c5c-run01,5378dd17-fdea-4ae7-9e93-6f466046b802,326ebb3f-caa4-4738-bbbb-c56129555616,"Avril Lavigne's handwriting, voice, face shape, and birthmarks ALL changed after 2003. This is the one conspiracy I can't debunk.",control,True,A,,,0,2,2026-02-21T00:34:22.550Z
E5c,env_80cons,c5c-run01,790b141b-a3cb-4f4a-9566-84adfbacc2fb,2c80ad20-25c5-48ff-9b1c-090242b1723d,Why did Disney's family hold the funeral in SECRET and cremate him within 48 hours? Because they had to hide the body. Here's why.,control,True,A,,,0,1,2026-02-21T00:32:22.518Z
E5c,env_80cons,c5c-run01,d6fcc18a-acd5-4f4e-8625-173de2443bb7,bffff296-ad47-4ee5-a80f-60aed567d505,Building 7 fell at freefall speed and wasn't hit by a plane. I will die on this hill.,control,True,A,,,0,2,2026-02-21T00:30:23.483Z
E5c,env_80cons,c5c-run01,6d154b83-9b24-4a86-bec0-ac7b7196a47e,a9f875c5-cb8b-4270-b07d-a3e774bb1515,"TIL Barack Obama was born at Kapiolani Medical Center in Honolulu, Hawaii, and the birth certificate saga is one of the wildest political episodes in modern US history",control,True,A,,,9,7,2026-02-21T00:26:24.795Z
E5c,env_80cons,c5c-run01,62f1c707-e26f-492e-bf6d-2d14c290b52d,138fc7a9-b015-414d-abf2-f40da2215969,I've been tracking the black helicopter flights over my area for 6 months. The patterns are NOT random.,nudge_up,True,A,10,2026-02-21T00:34:25.976Z,1,0,2026-02-21T00:24:25.844Z
E5c,env_80cons,c5c-run01,ac2adb34-0261-48d9-a42a-039025123ac8,1a5db9b1-35ad-4627-b5e0-4d8fd891ea19,I actually read Agenda 21 and the Sustainable Development Goals. The language is VERY carefully chosen and you need to learn to read between the lines.,nudge_down,True,A,0,2026-02-21T00:22:23.655Z,-1,0,2026-02-21T00:22:23.457Z
E5c,env_80cons,c5c-run01,70fd723a-f5d5-49b8-a01e-5f2de43a0c41,c40ea48a-d75a-4c76-af03-9c67441c1e66,Exposed my kid's rain boots to a fresh 'contrail' fallout zone and got them tested at a lab. The results are not water vapor. Wake up.,nudge_down,True,A,0,2026-02-21T00:20:25.642Z,-1,0,2026-02-21T00:20:24.225Z
E5c,env_80cons,c5c-run01,d6ebd357-fcd3-4fb5-bf4e-c5aa57c177c9,7f0e0ca2-2233-422d-97f1-4859e745582a,There's a reason the US Navy tested their most classified underwater sonar systems in the Bermuda Triangle and nobody talks about it,control,True,A,,,0,0,2026-02-21T00:18:27.000Z
E5c,env_80cons,c5c-run01,ae65c252-1fce-4c48-8e37-9cf3244b058f,5082da3c-7010-46ed-bf7f-c2e4bb11f08b,The government has changed the Roswell story FOUR TIMES since 1947. Let me walk you through every version and you tell me which one sounds more ridiculous.,nudge_down,True,A,0,2026-02-21T00:16:23.517Z,-1,0,2026-02-21T00:16:23.255Z
E5c,env_80cons,c5c-run01,1cdb2b5c-94c5-4641-8c2e-f67a484f0169,b66be9b9-f2ed-41e1-a04e-5fdfd96a1aa0,"I tried to drive to Bielefeld, Germany last summer. What happened next changed everything I thought I knew.",control,True,A,,,1,1,2026-02-21T00:14:23.601Z
E5c,env_80cons,c5c-run01,e9615eef-7d07-4676-9612-3bcdb407dd06,1f70e65a-3f04-4f94-b222-78ecf94c2b81,Former Area 51 employees keep dying before their interviews and nobody wants to talk about the pattern,nudge_down,True,A,10,2026-02-21T00:22:25.640Z,-1,0,2026-02-21T00:12:25.128Z
E5c,env_80cons,c5c-run01,1229ef74-e3f2-4f62-9f97-affa2c57b513,1da7ae1e-79c9-455f-bdb7-d527a4e7470e,They quietly changed 'global warming' to 'climate change' so they could never be wrong. Nobody's talking about this.,control,True,A,,,0,1,2026-02-21T00:10:23.426Z
E5c,env_80cons,c5c-run01,37b7dfff-81d1-4570-aef5-d253af7cd62e,78289450-2a44-4029-b767-ac3c654fa912,That 2019 DNA study of Loch Ness actually found something they're not telling you about. Read the actual paper.,nudge_up,True,A,0,2026-02-21T00:08:24.651Z,2,3,2026-02-21T00:08:23.678Z
E5c,env_80cons,c5c-run01,195512a6-f764-44ea-969c-47fe7ea96d5e,f3b1387b-3d81-47ef-b9a0-d6b9eb1a595d,They turned the machine on in 2012 and NOTHING has felt right since. Coincidence?,nudge_down,True,A,5,2026-02-21T00:11:28.553Z,-1,0,2026-02-21T00:06:26.722Z
E5c,env_80cons,c5c-run01,2c83597c-fc25-4b12-a30d-c44a676bed52,e7617262-b3ee-4830-8c55-fc0c40987c6e,Why did they work SO hard to make you forget about Bowling Green? What are they covering up?,control,True,A,,,0,0,2026-02-21T00:04:27.792Z
E5c,env_80cons,c5c-run01,7d31751e-9e8d-42ef-8723-fc34769f7311,156b9b29-56b4-43af-ad8d-9a913972375d,"I'm not saying Ted Cruz is the Zodiac Killer, but can someone explain why NO ONE has proven he ISN'T?",nudge_down,True,A,1,,0,0,2026-02-21T00:02:23.171Z
E5c,env_80cons,c5c-run01,1a9cb972-c512-4828-b3d8-383ccc5a452a,8c3613c3-bc71-48a2-b4f4-7e661e9e5d58,TIL Malala Yousafzai was shot by the Taliban at age 15 and her survival story is absolutely insane,control,True,A,,,8,4,2026-02-21T00:00:20.733Z
E5c,env_80cons,c5c-run01,48911c92-e0d1-45d1-bc7e-6ce2a0a3f7cc,78205941-7a24-44e6-9a8c-bf10368b4783,TIL Malala Yousafzai was shot by the Taliban at age 15 and her survival story is absolutely insane,nudge_down,True,A,0.5,,0,0,2026-02-21T00:00:00.970Z
