author_name,condition,display_family_label,internal_family_label,minutes_elapsed,model_display,model_family,n_agents,normalized_time,record_id,roster_name,run_id,run_uid,scale,topic,topic_id
agent_nu,dom-agi,Single-model final runs,single_model_final,51.9999,GPT-5,gpt-5,30,0.875157,ed44a1d83228482592f79baf97270b815b4f8602,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T02,1
agent_sigma,dom-agi,Single-model final runs,single_model_final,52.0048,GPT-5,gpt-5,30,0.875238,ce5e865bee394f61ea6de103a2bde2e39d6f5323,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_omega,dom-agi,Single-model final runs,single_model_final,52.035,GPT-5,gpt-5,30,0.875746,aca8499a5a4f43b2a41b28f4465adad5e0558883,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_alpha,dom-agi,Single-model final runs,single_model_final,52.0847,GPT-5,gpt-5,30,0.876583,ed8a989e08988d325e8927e8f48bfb2633794a14,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_helios,dom-agi,Single-model final runs,single_model_final,52.1017,GPT-5,gpt-5,30,0.876869,1bcfef4b0f0ae3f46634b6fe658d8a4c4166bb3c,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T10,9
agent_phoenix,dom-agi,Single-model final runs,single_model_final,52.1131,GPT-5,gpt-5,30,0.877061,8d24261b4a3eef7eceb475a83be936fb4f3d1301,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_selene,dom-agi,Single-model final runs,single_model_final,52.1234,GPT-5,gpt-5,30,0.877234,8953ab0c63add822755f8cc8171fdae7f73ac6ee,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_orion,dom-agi,Single-model final runs,single_model_final,52.1416,GPT-5,gpt-5,30,0.877541,93e0118d09f410a70c0375e41cb36b48fbad0c6c,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_atlas,dom-agi,Single-model final runs,single_model_final,52.1786,GPT-5,gpt-5,30,0.878164,ba0d2e2d9f20ad0c714f0d0fc5746c4039f24b19,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_upsilon,dom-agi,Single-model final runs,single_model_final,52.2046,GPT-5,gpt-5,30,0.8786,3b93df8961f84bde57dddab27dde617a7c26f027,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_theta,dom-agi,Single-model final runs,single_model_final,52.3651,GPT-5,gpt-5,30,0.881301,3533c07cb33b07a340a2ca2453f682bd1754bef5,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T10,9
agent_pi,dom-agi,Single-model final runs,single_model_final,52.3966,GPT-5,gpt-5,30,0.881832,7f0ed8714e13e8e4b715b0f2375254982c691f5e,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_delta,dom-agi,Single-model final runs,single_model_final,52.4845,GPT-5,gpt-5,30,0.883312,57c534f4b805f4a4dc1e7a16b22d09fae54d9273,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_beta,dom-agi,Single-model final runs,single_model_final,52.5534,GPT-5,gpt-5,30,0.884472,2da1752fb0714d8f9d0280a6fbbb59d9315873f7,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_iota,dom-agi,Single-model final runs,single_model_final,52.5749,GPT-5,gpt-5,30,0.884834,5401c32ad87335d8ee8f9e2789e5329118ac630a,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_kappa,dom-agi,Single-model final runs,single_model_final,52.5909,GPT-5,gpt-5,30,0.885101,284d67bbfcdc3b6a8239a424d2434505bc35a264,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_tau,dom-agi,Single-model final runs,single_model_final,52.5988,GPT-5,gpt-5,30,0.885235,22233d9d42d50eb281a2f6a5248c0e582b6f609f,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_zeta,dom-agi,Single-model final runs,single_model_final,52.6551,GPT-5,gpt-5,30,0.886182,27212eb0f2356c2eb2de8900ce229656aa939f79,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_tau,dom-agi,Single-model final runs,single_model_final,52.7186,GPT-5,gpt-5,30,0.887251,bd26bb91d741ff5860b009870e2a7de5bc1dd34e,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_rho,dom-agi,Single-model final runs,single_model_final,52.7624,GPT-5,gpt-5,30,0.887989,7cc27c9dacf12324208558873fa76fd23b64ca1f,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_phi,dom-agi,Single-model final runs,single_model_final,52.86,GPT-5,gpt-5,30,0.889631,fd79fa21a779e2f8bcc4de14ec052be2f74dc1e9,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_nyx,dom-agi,Single-model final runs,single_model_final,52.9563,GPT-5,gpt-5,30,0.891251,b1753a655923bc10e3b4e38cee6d965abc0723e0,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_nu,dom-agi,Single-model final runs,single_model_final,52.9605,GPT-5,gpt-5,30,0.891323,67f07f254341ec6949afe9200104055bcd9b4d4b,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T02,1
agent_alpha,dom-agi,Single-model final runs,single_model_final,52.989,GPT-5,gpt-5,30,0.891802,ccb818fcd992a275b76e0c920c2c20b8bda703d2,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_lambda,dom-agi,Single-model final runs,single_model_final,53.0705,GPT-5,gpt-5,30,0.893174,db919ff6ac17d0c20df7b24804f1f77c305be5d1,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_orion,dom-agi,Single-model final runs,single_model_final,53.0929,GPT-5,gpt-5,30,0.893551,fff0b8962d7d20634f865dbdc56826dc8a2ddfd2,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_phoenix,dom-agi,Single-model final runs,single_model_final,53.113,GPT-5,gpt-5,30,0.893889,3d2e00eb7af4862836bab06def40e4d074e78790,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_helios,dom-agi,Single-model final runs,single_model_final,53.1328,GPT-5,gpt-5,30,0.894222,7c12f97c3aeda29311b6ffaa7b5ff09d231b42df,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T10,9
agent_atlas,dom-agi,Single-model final runs,single_model_final,53.164,GPT-5,gpt-5,30,0.894748,67c297088900210f0ab939268a9e2e7f56a3b8ce,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_omega,dom-agi,Single-model final runs,single_model_final,53.2453,GPT-5,gpt-5,30,0.896115,03e070dfd5876a18acf139b04f56557ce8b4fe64,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_upsilon,dom-agi,Single-model final runs,single_model_final,53.2874,GPT-5,gpt-5,30,0.896825,1fbff6b6cff1f88076018412a8ea52fd93566150,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_selene,dom-agi,Single-model final runs,single_model_final,53.3663,GPT-5,gpt-5,30,0.898151,015776123839643d651eb1a34804b3b6b5ec7f4f,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_kappa,dom-agi,Single-model final runs,single_model_final,53.3698,GPT-5,gpt-5,30,0.898211,fae36d25283585b12b64e7c4f2e06aee5ff7c1be,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_theta,dom-agi,Single-model final runs,single_model_final,53.3855,GPT-5,gpt-5,30,0.898476,7836086c887d19b9f0446593edfc28e6e875b2cd,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T10,9
agent_iota,dom-agi,Single-model final runs,single_model_final,53.4358,GPT-5,gpt-5,30,0.899322,02eed22451d1901b0425a21fb29f5890f40bde56,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_delta,dom-agi,Single-model final runs,single_model_final,53.6545,GPT-5,gpt-5,30,0.903002,220eee950ce9e4d3d5282fdb21c388d01171fdfa,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_tau,dom-agi,Single-model final runs,single_model_final,53.8284,GPT-5,gpt-5,30,0.905929,80a09b10b46d5d77b24db216f9f065425ce6e8d1,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_pi,dom-agi,Single-model final runs,single_model_final,53.9233,GPT-5,gpt-5,30,0.907526,e7d286da82f47ae9dc5ac05dfbffe599649a53ea,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_tau,dom-agi,Single-model final runs,single_model_final,53.9538,GPT-5,gpt-5,30,0.908039,bc80036524ae1ca10cc8c87a6e2ea09757a00359,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_gamma,dom-agi,Single-model final runs,single_model_final,53.9754,GPT-5,gpt-5,30,0.908403,fb6f4f727e2f9cf0b93a31c05c4630d634d6fa5f,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_nu,dom-agi,Single-model final runs,single_model_final,53.9854,GPT-5,gpt-5,30,0.908572,84cedbff4230d6464c4bab05fb5bfa7627573ff8,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T09,8
agent_rho,dom-agi,Single-model final runs,single_model_final,53.9993,GPT-5,gpt-5,30,0.908806,975ad0cb4720bcfada3f00c6b31aec647138238e,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T09,8
agent_nyx,dom-agi,Single-model final runs,single_model_final,54.0436,GPT-5,gpt-5,30,0.909551,c77445be0391caeb5a1e473798bbd9c9fb9a670a,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T09,8
agent_phi,dom-agi,Single-model final runs,single_model_final,54.093,GPT-5,gpt-5,30,0.910383,f8c0d1ad9495baec4897177e8667965dda80848f,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_sigma,dom-agi,Single-model final runs,single_model_final,54.2186,GPT-5,gpt-5,30,0.912497,9a9dd14b9855ed44e24a08ac469b990da08a3c28,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_lambda,dom-agi,Single-model final runs,single_model_final,54.2434,GPT-5,gpt-5,30,0.912914,2bc4fc94bad7b9946a457cec0c2ef783cb52e987,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_omega,dom-agi,Single-model final runs,single_model_final,54.262,GPT-5,gpt-5,30,0.913226,eeb4f37c6cd11756c252ab3c70770f0e7630a0af,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_selene,dom-agi,Single-model final runs,single_model_final,54.2694,GPT-5,gpt-5,30,0.913352,2b788aa54f797995c805e5032d852ae37d400e99,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_mu,dom-agi,Single-model final runs,single_model_final,54.3307,GPT-5,gpt-5,30,0.914383,9cf193b7077b57483c1ed9866dfacd6011c635ab,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T02,1
agent_atlas,dom-agi,Single-model final runs,single_model_final,54.3656,GPT-5,gpt-5,30,0.91497,772308d1ce14c872a900010d813efc385db2738d,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_upsilon,dom-agi,Single-model final runs,single_model_final,54.3802,GPT-5,gpt-5,30,0.915215,8697f9941d56a826fe619b35f1af2b241945b36c,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_theta,dom-agi,Single-model final runs,single_model_final,54.4194,GPT-5,gpt-5,30,0.915876,6d1cdbfb9fcbcbf7f6c3cf582925dace2ffdaaf9,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_kappa,dom-agi,Single-model final runs,single_model_final,54.4602,GPT-5,gpt-5,30,0.916563,c185f5c8d12236afc4446db8478ee9014e390a34,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_tau,dom-agi,Single-model final runs,single_model_final,54.5285,GPT-5,gpt-5,30,0.917711,cabac1084a12c25133c406ffd063a8c114750e15,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_orion,dom-agi,Single-model final runs,single_model_final,54.543,GPT-5,gpt-5,30,0.917955,6b447a5579b02c7b1ca3a7be7df743b75f507265,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_phoenix,dom-agi,Single-model final runs,single_model_final,54.5705,GPT-5,gpt-5,30,0.918419,ff5c3c2fa94425322bc15b0b30077907080d471a,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_delta,dom-agi,Single-model final runs,single_model_final,54.6119,GPT-5,gpt-5,30,0.919116,c1e9dfd0c012a60cce8b24bbec1737f0be097119,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_iota,dom-agi,Single-model final runs,single_model_final,54.6773,GPT-5,gpt-5,30,0.920215,0625672775d094c67dba201d8ec9c4354badcea7,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_xi,dom-agi,Single-model final runs,single_model_final,54.7075,GPT-5,gpt-5,30,0.920724,a7f672b65f8fc4339393825695b6c6f4866c01ec,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_tau,dom-agi,Single-model final runs,single_model_final,54.7331,GPT-5,gpt-5,30,0.921155,576dfe34e86d9225d05f93526a5653b38bcf91cb,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_nyx,dom-agi,Single-model final runs,single_model_final,54.7485,GPT-5,gpt-5,30,0.921415,7055579d86291836be853e6218d8b2d97487f582,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_rho,dom-agi,Single-model final runs,single_model_final,54.7583,GPT-5,gpt-5,30,0.92158,cfbc31c4530001b9795d4a3989a65b54ff6def10,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T10,9
agent_helios,dom-agi,Single-model final runs,single_model_final,54.7932,GPT-5,gpt-5,30,0.922167,444c6d29c708a663f572eff55f185b87fb290489,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_phi,dom-agi,Single-model final runs,single_model_final,54.861,GPT-5,gpt-5,30,0.923307,78c57f2e9089813f7b1de21870d0898bb87cf335,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_lambda,dom-agi,Single-model final runs,single_model_final,54.9642,GPT-5,gpt-5,30,0.925045,683762d4d1fc4e94d1b2e709e0dff1650b557050,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_sigma,dom-agi,Single-model final runs,single_model_final,55.0142,GPT-5,gpt-5,30,0.925886,ce23c86ed6fdb0e7932085d85ff4873ceb8d2c9f,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_pi,dom-agi,Single-model final runs,single_model_final,55.0185,GPT-5,gpt-5,30,0.925959,23ef4da056ef7999e9ab1362a4e66f973641a087,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_omega,dom-agi,Single-model final runs,single_model_final,55.0447,GPT-5,gpt-5,30,0.926399,1ae3c9c1e673259fb824219dd2f41e61165a8955,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_atlas,dom-agi,Single-model final runs,single_model_final,55.1835,GPT-5,gpt-5,30,0.928736,10f603f2e67ff405f74ddd17a3faedcd2d9742ac,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_orion,dom-agi,Single-model final runs,single_model_final,55.1942,GPT-5,gpt-5,30,0.928916,8573c1e07eb757bc129e8b511c74b9cb94d76294,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_zeta,dom-agi,Single-model final runs,single_model_final,55.217,GPT-5,gpt-5,30,0.929299,276e061c59bc77a9baa2a672e9d70707c48678f3,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_helios,dom-agi,Single-model final runs,single_model_final,55.2189,GPT-5,gpt-5,30,0.929331,a30e6218065d7a38239abc5288a42bc3ae6bc103,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T10,9
agent_upsilon,dom-agi,Single-model final runs,single_model_final,55.2914,GPT-5,gpt-5,30,0.930552,b2c527c34f127ca641baac8ef15d7c0216a45221,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_kappa,dom-agi,Single-model final runs,single_model_final,55.3266,GPT-5,gpt-5,30,0.931144,2b12fca0e99ba029ba7ff3b7de4e92d6c99f32cf,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_mu,dom-agi,Single-model final runs,single_model_final,55.3588,GPT-5,gpt-5,30,0.931687,dc9aeeacdef396aae1e499270bc8289a3972ebd7,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_pi,dom-agi,Single-model final runs,single_model_final,55.4163,GPT-5,gpt-5,30,0.932654,3577770153c343ad0783bd571cbcc5c4e9c0c7fd,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_phoenix,dom-agi,Single-model final runs,single_model_final,55.4272,GPT-5,gpt-5,30,0.932838,75a958c7d9ec3d76f2223433ffcec69c186e8185,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_theta,dom-agi,Single-model final runs,single_model_final,55.4358,GPT-5,gpt-5,30,0.932982,9275f1c96afc8585732e3ba708c272cc9f7b5963,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_nu,dom-agi,Single-model final runs,single_model_final,55.4518,GPT-5,gpt-5,30,0.933251,95371f810b67acc2a5f6cfb4d404a321e3b58ae4,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T02,1
agent_delta,dom-agi,Single-model final runs,single_model_final,55.4749,GPT-5,gpt-5,30,0.93364,f541faeab12b4d212b343afad5be84de3e907cdb,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_alpha,dom-agi,Single-model final runs,single_model_final,55.503,GPT-5,gpt-5,30,0.934112,7d5b06f7e1622a2c6d32e7b251865c69f3242f55,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_selene,dom-agi,Single-model final runs,single_model_final,55.5789,GPT-5,gpt-5,30,0.935389,4bfcf116f62b8bbb30e1b30045a24cbc873e1b8b,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_iota,dom-agi,Single-model final runs,single_model_final,55.6084,GPT-5,gpt-5,30,0.935887,f532820709880cdea332f5611ad7f6bc2b9f905b,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_xi,dom-agi,Single-model final runs,single_model_final,55.6392,GPT-5,gpt-5,30,0.936404,55288c13c38cee0a18c585ee1d405203e5b27e9c,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T10,9
agent_zeta,dom-agi,Single-model final runs,single_model_final,55.7191,GPT-5,gpt-5,30,0.93775,baca248977c9c1cf7684f1bd18700e48e71eff0f,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_beta,dom-agi,Single-model final runs,single_model_final,55.7226,GPT-5,gpt-5,30,0.937809,8fe1f9f29fb1da15fc2fc02893b8b07f1ee527ef,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_nyx,dom-agi,Single-model final runs,single_model_final,55.8159,GPT-5,gpt-5,30,0.939379,4325c445dde8a2dfd591ffba4899fe5b979a28e2,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T10,9
agent_rho,dom-agi,Single-model final runs,single_model_final,55.8438,GPT-5,gpt-5,30,0.939848,a7b4246cdaacc0c7a31b6aee3d3e920b58388600,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_gamma,dom-agi,Single-model final runs,single_model_final,55.9297,GPT-5,gpt-5,30,0.941295,632bf9ad6d2233fe6aeded80bae1303a54db2e6f,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_nu,dom-agi,Single-model final runs,single_model_final,55.9318,GPT-5,gpt-5,30,0.94133,5f6be853ee27cdf56b3335cdba786b4abe31cb02,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T02,1
agent_phi,dom-agi,Single-model final runs,single_model_final,55.9354,GPT-5,gpt-5,30,0.941391,9aa05bc87fceb43a68f498237996371d596e0abd,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_lambda,dom-agi,Single-model final runs,single_model_final,56.022,GPT-5,gpt-5,30,0.942847,5e3002b7d03cbd7bcd608d16982c19cf13382b8d,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_sigma,dom-agi,Single-model final runs,single_model_final,56.0311,GPT-5,gpt-5,30,0.943001,a56aa3ae137dac25d6290fcfd98b901e9cd35562,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_omega,dom-agi,Single-model final runs,single_model_final,56.0678,GPT-5,gpt-5,30,0.943618,bd542f27688a9ccf0a5af22e430961411288430d,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_orion,dom-agi,Single-model final runs,single_model_final,56.0727,GPT-5,gpt-5,30,0.943702,beea427f7efcdcd84c8117efde313c273adba9c2,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_mu,dom-agi,Single-model final runs,single_model_final,56.0774,GPT-5,gpt-5,30,0.943781,5159259779d90c9c049750cf0d0b642cd6853d96,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_alpha,dom-agi,Single-model final runs,single_model_final,56.1229,GPT-5,gpt-5,30,0.944546,e87836ae2f5f59fc98f7c3a6ab9665a1c4d15192,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_helios,dom-agi,Single-model final runs,single_model_final,56.1875,GPT-5,gpt-5,30,0.945633,867f9568e3bf2f96833b5707d382d8ce0d0f2d37,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T10,9
agent_upsilon,dom-agi,Single-model final runs,single_model_final,56.1989,GPT-5,gpt-5,30,0.945826,e505a393ae3b6f151cc0646143420a858ef80b78,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T03,2
agent_atlas,dom-agi,Single-model final runs,single_model_final,56.2089,GPT-5,gpt-5,30,0.945992,0c883221d850c39a2eb39fde8e2ce578281bd50d,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_selene,dom-agi,Single-model final runs,single_model_final,56.3051,GPT-5,gpt-5,30,0.947611,bfa69b1e65b9e8254a2cbe8c69fb18303225113d,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
agent_theta,dom-agi,Single-model final runs,single_model_final,56.4283,GPT-5,gpt-5,30,0.949686,2ab6c305679ba7f10979782913e52356a633df16,GPT-5,ec-dom-agi-n30-run01,4c4501b69d05f0eb1407ae1c268273aaf93c2f79,n30,T05,4
